team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
NJD,2023,NJD,NJD,Team Level,all,37,0.53,0.55,0.52,134171.0,1216.78,130.31,82.36,292.26,41.53,649.22,466.32,123.55,130.9,124.13,1172.0,490.0,734.0,2396.0,131.0,137.0,21.0,237.0,5.0,534.0,618.0,1041.0,1531.0,135.0,290.0,1133.0,642.0,260.0,300.0,1201.0,297.0,164.0,34.57,38.21,57.52,43.0,40.0,48.0,2405.35,1662.0,1669.77,143.0,18.36,32.1,32.1,116.57,117.11,113.76,1103.04,113.64,74.36,257.28,36.84,589.06,435.82,108.3,114.13,108.77,1076.0,431.0,493.0,2000.0,129.0,101.0,19.0,182.0,3.0,513.0,579.0,947.0,1378.0,131.0,289.0,954.0,676.0,235.0,261.0,1083.0,293.0,131.0,30.05,36.02,47.57,33.0,45.0,51.0,2008.27,1507.0,1511.79,137.0,16.54,20.62,20.62,109.55,109.82,106.01
NJD,2023,NJD,NJD,Team Level,5on5,37,0.54,0.55,0.53,107657.0,953.14,84.21,61.55,242.54,32.7,508.63,374.37,80.82,84.8,81.42,895.0,409.0,575.0,1879.0,80.0,104.0,15.0,190.0,4.0,420.0,506.0,815.0,1224.0,118.0,250.0,860.0,598.0,228.0,257.0,994.0,212.0,98.0,27.86,27.61,28.75,31.0,30.0,19.0,1888.35,1304.0,1311.77,125.0,12.81,22.64,22.87,74.16,74.7,73.45,841.23,71.09,53.17,205.9,28.09,442.45,343.31,68.89,71.58,69.36,820.0,324.0,390.0,1534.0,83.0,75.0,14.0,150.0,3.0,376.0,457.0,737.0,1061.0,106.0,230.0,733.0,628.0,203.0,226.0,850.0,220.0,74.0,23.27,27.61,20.22,24.0,37.0,22.0,1542.27,1144.0,1148.8,128.0,11.03,14.78,15.05,67.06,67.33,66.31
NJD,2023,NJD,NJD,Team Level,4on5,37,0.11,0.13,0.15,11050.0,29.33,2.45,1.34,4.38,0.95,9.66,21.22,2.41,2.45,2.41,31.0,9.0,6.0,46.0,2.0,1.0,0.0,4.0,0.0,8.0,25.0,29.0,38.0,4.0,8.0,111.0,25.0,20.0,12.0,33.0,3.0,4.0,0.89,0.32,1.24,1.0,1.0,0.0,46.0,40.0,40.0,10.0,0.31,0.34,0.34,2.42,2.42,2.41,164.45,20.57,14.93,34.84,5.6,101.16,51.9,18.89,20.57,18.89,159.0,70.0,77.0,306.0,25.0,21.0,3.0,13.0,0.0,98.0,72.0,134.0,204.0,11.0,22.0,74.0,13.0,3.0,19.0,159.0,45.0,25.0,3.85,5.14,11.58,6.0,5.0,14.0,306.0,229.0,229.0,1.0,3.82,3.79,3.51,20.88,20.88,19.46
NJD,2023,NJD,NJD,Team Level,5on4,37,0.9,0.91,0.86,9708.0,151.13,23.7,13.17,30.56,4.93,87.56,46.08,22.6,23.7,22.6,160.0,46.0,109.0,315.0,27.0,20.0,5.0,30.0,0.0,69.0,60.0,133.0,179.0,11.0,28.0,95.0,8.0,2.0,18.0,127.0,49.0,30.0,3.59,6.1,14.01,4.0,4.0,19.0,315.0,206.0,206.0,1.0,3.45,5.79,5.57,21.58,21.58,21.01,24.43,2.59,1.27,3.49,0.78,7.8,17.07,2.53,2.59,2.53,24.0,9.0,0.0,33.0,3.0,0.0,0.0,4.0,0.0,7.0,19.0,21.0,30.0,7.0,20.0,84.0,28.0,18.0,7.0,23.0,7.0,3.0,0.81,0.81,0.97,1.0,1.0,1.0,33.0,33.0,33.0,7.0,0.29,0.0,0.0,2.88,2.88,2.82
CGY,2023,CGY,CGY,Team Level,other,38,0.55,0.54,0.56,5625.0,93.18,18.6,6.97,18.29,3.51,50.02,32.61,17.56,18.6,17.56,90.0,40.0,39.0,169.0,21.0,11.0,4.0,14.0,3.0,54.0,27.0,69.0,109.0,2.0,4.0,71.0,13.0,14.0,15.0,77.0,27.0,26.0,2.64,3.14,12.81,3.0,4.0,14.0,169.0,130.0,130.0,6.0,2.04,2.66,2.66,17.98,17.98,17.49,75.16,15.49,5.34,14.83,2.48,39.41,25.44,14.57,15.49,14.57,59.0,44.0,43.0,146.0,13.0,7.0,2.0,11.0,1.0,32.0,39.0,46.0,90.0,2.0,4.0,70.0,11.0,10.0,19.0,57.0,22.0,24.0,1.93,2.51,11.05,1.0,2.0,10.0,146.0,103.0,103.0,12.0,1.55,2.56,2.56,14.48,14.48,14.18
CGY,2023,CGY,CGY,Team Level,all,38,0.5,0.51,0.52,138635.0,1280.77,116.58,86.74,313.73,43.47,695.3,509.2,112.53,116.24,112.21,1218.0,547.0,667.0,2432.0,116.0,116.0,13.0,262.0,9.0,593.0,669.0,1102.0,1649.0,137.0,297.0,1151.0,613.0,271.0,361.0,1374.0,255.0,136.0,37.02,31.9,47.65,44.0,30.0,42.0,2410.75,1765.0,1752.87,173.0,19.54,21.58,21.62,114.49,114.4,111.98,1194.4,118.0,82.41,281.99,40.13,640.55,470.92,112.86,118.72,113.57,1126.0,508.0,687.0,2321.0,120.0,112.0,14.0,244.0,3.0,557.0,598.0,1006.0,1514.0,137.0,300.0,1104.0,596.0,318.0,304.0,1180.0,327.0,127.0,34.08,40.6,43.31,44.0,44.0,32.0,2341.89,1634.0,1649.54,166.0,18.45,24.19,24.23,112.22,112.7,109.86
CGY,2023,CGY,CGY,Team Level,5on5,38,0.5,0.51,0.52,110527.0,971.03,75.89,60.97,250.13,32.94,526.17,393.89,73.69,75.56,73.37,926.0,414.0,526.0,1866.0,74.0,86.0,7.0,209.0,6.0,432.0,533.0,852.0,1266.0,117.0,257.0,858.0,571.0,229.0,288.0,1067.0,191.0,82.0,29.05,24.46,22.38,37.0,22.0,15.0,1844.75,1340.0,1327.87,145.0,12.63,15.47,15.51,73.01,72.92,71.68,896.81,75.63,58.14,222.38,30.5,482.21,364.13,72.82,76.36,73.53,856.0,377.0,555.0,1788.0,85.0,77.0,9.0,193.0,1.0,408.0,469.0,771.0,1148.0,121.0,266.0,835.0,543.0,257.0,250.0,920.0,243.0,70.0,25.34,30.48,19.81,39.0,36.0,10.0,1808.89,1233.0,1248.54,138.0,12.09,15.61,15.84,71.87,72.34,70.75
CGY,2023,CGY,CGY,Team Level,4on5,38,0.12,0.15,0.17,10652.0,38.95,3.12,1.8,5.78,1.19,12.35,27.76,3.12,3.12,3.12,40.0,12.0,4.0,56.0,8.0,1.0,0.0,1.0,0.0,3.0,39.0,32.0,44.0,4.0,8.0,94.0,20.0,21.0,20.0,40.0,9.0,3.0,1.01,1.13,0.98,3.0,2.0,3.0,56.0,52.0,52.0,18.0,0.42,0.01,0.01,3.53,3.53,3.52,182.76,22.49,16.96,39.13,6.03,107.35,55.04,21.12,22.49,21.12,169.0,78.0,83.0,330.0,18.0,26.0,3.0,36.0,1.0,103.0,63.0,151.0,229.0,7.0,14.0,101.0,7.0,14.0,22.0,167.0,57.0,23.0,5.72,6.98,9.8,3.0,5.0,10.0,330.0,247.0,247.0,3.0,4.37,5.7,5.5,21.36,21.36,20.45
CGY,2023,CGY,CGY,Team Level,5on4,38,0.81,0.86,0.83,11831.0,177.62,18.97,16.99,39.53,5.82,106.76,54.93,18.17,18.97,18.17,162.0,81.0,98.0,341.0,13.0,18.0,2.0,38.0,0.0,104.0,70.0,149.0,230.0,14.0,28.0,128.0,9.0,7.0,38.0,190.0,28.0,25.0,4.33,3.16,11.48,1.0,2.0,10.0,341.0,243.0,243.0,4.0,4.45,3.44,3.44,19.98,19.98,19.29,39.66,4.38,1.95,5.65,1.12,11.58,26.31,4.35,4.38,4.35,42.0,9.0,6.0,57.0,4.0,2.0,0.0,4.0,0.0,14.0,27.0,38.0,47.0,7.0,16.0,98.0,35.0,37.0,13.0,36.0,5.0,10.0,1.1,0.63,2.65,1.0,1.0,2.0,57.0,51.0,51.0,13.0,0.45,0.32,0.32,4.51,4.51,4.48
STL,2023,STL,STL,Team Level,other,37,0.59,0.54,0.57,4787.0,71.31,22.01,4.63,12.29,2.35,37.81,20.91,19.27,22.01,19.27,59.0,41.0,25.0,125.0,11.0,11.0,2.0,19.0,1.0,35.0,23.0,48.0,89.0,1.0,2.0,60.0,7.0,12.0,11.0,44.0,23.0,33.0,1.89,2.79,17.33,0.0,1.0,10.0,125.0,100.0,100.0,6.0,1.47,5.54,5.54,17.93,17.93,16.38,55.24,15.15,3.83,8.8,1.79,30.44,15.98,14.19,15.15,14.19,46.0,30.0,30.0,106.0,10.0,3.0,0.0,7.0,1.0,36.0,19.0,36.0,66.0,1.0,2.0,43.0,6.0,10.0,7.0,39.0,14.0,23.0,1.68,1.73,11.73,1.0,0.0,9.0,106.0,76.0,76.0,5.0,1.18,0.59,0.59,15.74,15.74,14.82
STL,2023,STL,STL,Team Level,all,37,0.49,0.48,0.48,133875.0,1166.32,115.84,77.88,273.77,37.97,625.93,462.6,109.95,116.12,110.18,1130.0,464.0,541.0,2135.0,106.0,99.0,7.0,245.0,4.0,499.0,641.0,1024.0,1488.0,108.0,229.0,1041.0,620.0,322.0,272.0,1176.0,295.0,123.0,33.53,37.01,45.3,34.0,42.0,30.0,2124.56,1594.0,1593.87,147.0,17.53,22.88,22.88,110.5,110.77,107.55,1244.57,122.43,84.93,298.56,41.77,676.18,488.14,116.78,122.49,116.88,1175.0,537.0,580.0,2292.0,118.0,122.0,9.0,282.0,7.0,572.0,611.0,1057.0,1594.0,117.0,255.0,1057.0,500.0,347.0,291.0,1267.0,306.0,139.0,36.31,37.44,48.67,39.0,45.0,34.0,2305.97,1712.0,1718.61,147.0,18.9,25.55,25.55,115.77,116.18,113.02
STL,2023,STL,STL,Team Level,5on5,37,0.46,0.47,0.47,108649.0,898.39,73.29,56.85,221.04,29.21,479.82,365.78,70.96,73.56,71.19,888.0,338.0,414.0,1640.0,74.0,75.0,5.0,188.0,3.0,373.0,513.0,814.0,1152.0,102.0,217.0,775.0,588.0,272.0,232.0,931.0,230.0,65.0,25.94,28.91,18.44,29.0,36.0,9.0,1629.56,1226.0,1225.87,131.0,11.79,14.97,14.97,70.11,70.38,69.42,1004.54,85.46,65.03,251.32,34.05,544.29,405.85,81.9,85.53,82.01,960.0,426.0,495.0,1881.0,86.0,101.0,6.0,239.0,6.0,449.0,505.0,874.0,1300.0,106.0,233.0,847.0,460.0,298.0,254.0,1050.0,252.0,84.0,30.41,30.99,24.07,36.0,43.0,7.0,1894.97,1386.0,1392.61,130.0,13.53,20.56,20.56,78.44,78.84,77.38
STL,2023,STL,STL,Team Level,4on5,37,0.19,0.16,0.19,9566.0,38.04,4.51,1.98,5.39,1.13,11.65,25.34,4.46,4.51,4.46,38.0,12.0,3.0,53.0,9.0,2.0,0.0,3.0,0.0,6.0,30.0,29.0,41.0,2.0,4.0,90.0,19.0,27.0,11.0,30.0,14.0,6.0,0.96,1.81,1.73,2.0,3.0,4.0,53.0,50.0,50.0,10.0,0.46,0.39,0.39,4.57,4.57,4.55,159.77,18.89,14.82,34.68,5.14,93.93,50.54,17.78,18.89,17.78,141.0,77.0,51.0,269.0,19.0,18.0,3.0,35.0,0.0,83.0,63.0,122.0,199.0,4.0,8.0,96.0,5.0,9.0,21.0,156.0,36.0,26.0,3.62,4.13,11.15,2.0,2.0,15.0,269.0,218.0,218.0,3.0,3.9,4.4,4.4,18.4,18.4,17.63
STL,2023,STL,STL,Team Level,5on4,37,0.85,0.9,0.87,10873.0,158.58,16.04,14.42,35.06,5.27,96.64,50.58,15.26,16.04,15.26,145.0,73.0,99.0,317.0,12.0,11.0,0.0,35.0,0.0,85.0,75.0,133.0,206.0,3.0,6.0,116.0,6.0,11.0,18.0,171.0,28.0,19.0,4.72,3.5,7.81,3.0,2.0,7.0,317.0,218.0,218.0,0.0,3.82,1.97,1.97,17.89,17.89,17.19,25.02,2.91,1.25,3.77,0.78,7.52,15.77,2.91,2.91,2.91,28.0,4.0,4.0,36.0,3.0,0.0,0.0,1.0,0.0,4.0,24.0,25.0,29.0,6.0,12.0,71.0,29.0,30.0,9.0,22.0,4.0,6.0,0.6,0.59,1.72,0.0,0.0,3.0,36.0,32.0,32.0,9.0,0.29,0.0,0.0,3.21,3.21,3.2
WSH,2023,WSH,WSH,Team Level,other,37,0.6,0.48,0.49,4011.0,68.64,15.51,4.59,12.85,2.28,33.64,24.14,13.15,15.51,13.15,60.0,33.0,23.0,116.0,13.0,8.0,2.0,8.0,2.0,33.0,29.0,47.0,80.0,2.0,4.0,59.0,10.0,10.0,6.0,47.0,24.0,22.0,1.7,2.82,10.99,3.0,1.0,9.0,116.0,93.0,93.0,0.0,1.36,3.21,3.21,13.67,13.67,11.72,68.19,10.44,4.92,13.62,2.57,37.54,25.92,9.26,10.44,9.26,61.0,34.0,32.0,127.0,7.0,5.0,1.0,10.0,0.0,45.0,28.0,54.0,88.0,4.0,8.0,56.0,9.0,12.0,9.0,60.0,25.0,10.0,2.26,3.06,5.13,2.0,2.0,3.0,127.0,95.0,95.0,4.0,1.43,1.14,1.14,10.73,10.73,9.55
WSH,2023,WSH,WSH,Team Level,all,37,0.46,0.46,0.46,136002.0,1058.87,104.39,73.38,258.44,37.17,567.71,417.92,97.49,104.03,97.14,1020.0,439.0,569.0,2028.0,87.0,120.0,9.0,174.0,10.0,504.0,564.0,933.0,1372.0,129.0,276.0,941.0,606.0,271.0,354.0,1067.0,289.0,103.0,30.93,36.17,37.29,37.0,28.0,22.0,2011.35,1459.0,1450.98,207.0,16.41,25.92,25.96,94.85,94.54,90.67,1230.65,121.42,83.56,300.62,41.58,666.23,489.6,114.25,122.52,115.28,1148.0,555.0,680.0,2383.0,110.0,117.0,14.0,238.0,3.0,594.0,641.0,1038.0,1593.0,122.0,261.0,1082.0,596.0,306.0,334.0,1262.0,292.0,149.0,36.1,36.4,48.92,32.0,45.0,33.0,2405.78,1703.0,1714.6,187.0,18.61,23.98,24.01,116.01,116.78,112.22
WSH,2023,WSH,WSH,Team Level,5on5,37,0.45,0.46,0.45,110769.0,812.85,68.82,53.35,206.98,28.58,435.79,328.48,65.68,68.46,65.33,783.0,339.0,459.0,1581.0,60.0,87.0,5.0,139.0,7.0,388.0,441.0,723.0,1062.0,110.0,238.0,711.0,564.0,231.0,307.0,843.0,221.0,58.0,24.28,27.71,16.84,30.0,23.0,7.0,1564.35,1122.0,1113.98,183.0,11.11,16.62,16.96,62.97,62.66,61.38,973.4,83.22,62.92,247.47,32.59,524.71,395.08,80.29,84.32,81.31,908.0,438.0,540.0,1886.0,79.0,95.0,13.0,204.0,3.0,451.0,514.0,829.0,1267.0,110.0,237.0,837.0,566.0,260.0,286.0,1025.0,222.0,99.0,28.9,27.83,26.47,27.0,38.0,14.0,1908.78,1346.0,1357.6,162.0,13.03,19.09,19.12,77.13,77.9,76.55
WSH,2023,WSH,WSH,Team Level,4on5,37,0.07,0.1,0.13,10757.0,24.73,1.84,1.23,3.89,0.86,8.31,17.86,1.84,1.84,1.84,25.0,9.0,3.0,37.0,2.0,2.0,0.0,3.0,0.0,5.0,22.0,23.0,32.0,7.0,14.0,76.0,11.0,22.0,18.0,26.0,5.0,3.0,0.55,0.58,0.71,1.0,0.0,1.0,37.0,34.0,34.0,18.0,0.28,0.34,0.03,2.09,2.09,2.09,162.8,25.58,14.28,35.71,5.54,94.72,50.17,22.55,25.58,22.55,153.0,73.0,100.0,326.0,23.0,17.0,0.0,22.0,0.0,89.0,75.0,130.0,203.0,6.0,12.0,102.0,6.0,10.0,20.0,152.0,36.0,38.0,4.4,4.28,16.9,3.0,4.0,16.0,326.0,226.0,226.0,4.0,3.82,3.75,3.75,25.64,25.64,23.64
WSH,2023,WSH,WSH,Team Level,5on4,37,0.89,0.87,0.85,10465.0,152.65,18.22,14.21,34.71,5.45,89.97,47.44,16.83,18.22,16.83,152.0,58.0,84.0,294.0,12.0,23.0,2.0,24.0,1.0,78.0,72.0,140.0,198.0,10.0,20.0,95.0,21.0,8.0,23.0,151.0,39.0,20.0,4.41,5.06,8.75,3.0,4.0,5.0,294.0,210.0,210.0,6.0,3.66,5.76,5.76,16.12,16.12,15.48,26.26,2.19,1.44,3.82,0.89,9.25,18.42,2.16,2.19,2.16,26.0,10.0,8.0,44.0,1.0,0.0,0.0,2.0,0.0,9.0,24.0,25.0,35.0,2.0,4.0,87.0,15.0,24.0,19.0,25.0,9.0,2.0,0.54,1.23,0.42,0.0,1.0,0.0,44.0,36.0,36.0,17.0,0.33,0.0,0.0,2.51,2.51,2.48
BUF,2023,BUF,BUF,Team Level,other,39,0.48,0.57,0.56,5060.0,79.18,15.93,6.13,13.91,2.77,45.25,25.01,14.96,15.93,14.96,75.0,34.0,45.0,154.0,12.0,5.0,0.0,10.0,0.0,50.0,32.0,63.0,97.0,1.0,2.0,42.0,15.0,7.0,12.0,63.0,23.0,23.0,2.3,2.54,11.08,2.0,2.0,8.0,154.0,109.0,109.0,4.0,1.84,1.18,1.18,16.58,16.58,15.65,61.73,17.04,4.22,10.29,2.08,30.56,20.82,14.41,17.04,14.41,53.0,32.0,33.0,118.0,13.0,9.0,1.0,4.0,3.0,24.0,32.0,40.0,72.0,3.0,6.0,61.0,10.0,11.0,7.0,38.0,17.0,30.0,1.65,2.18,13.21,3.0,3.0,7.0,118.0,85.0,85.0,5.0,1.18,3.54,3.54,14.68,14.68,12.92
BUF,2023,BUF,BUF,Team Level,all,39,0.48,0.5,0.5,141416.0,1256.54,120.65,84.78,300.26,41.62,676.55,493.13,115.84,120.27,115.49,1209.0,508.0,597.0,2314.0,117.0,118.0,13.0,238.0,7.0,617.0,620.0,1092.0,1600.0,142.0,319.0,1010.0,627.0,266.0,256.0,1258.0,334.0,125.0,37.45,41.16,42.03,50.0,35.0,32.0,2288.63,1717.0,1702.4,129.0,18.89,23.05,23.05,116.48,116.13,113.26,1231.74,129.98,87.09,291.17,41.46,662.78,472.52,122.59,131.45,124.01,1151.0,534.0,635.0,2320.0,132.0,140.0,16.0,227.0,7.0,564.0,615.0,1019.0,1553.0,138.0,303.0,1171.0,725.0,249.0,310.0,1183.0,355.0,147.0,35.15,45.1,49.72,47.0,45.0,40.0,2364.01,1685.0,1708.19,155.0,19.49,28.3,28.3,121.17,122.56,118.32
BUF,2023,BUF,BUF,Team Level,5on5,39,0.49,0.51,0.52,114956.0,999.94,83.87,64.77,249.51,33.25,533.09,401.51,81.07,83.5,80.72,953.0,413.0,471.0,1837.0,88.0,98.0,13.0,190.0,4.0,469.0,517.0,865.0,1278.0,130.0,290.0,785.0,561.0,221.0,213.0,1034.0,250.0,82.0,30.32,31.2,22.36,43.0,30.0,15.0,1811.63,1366.0,1351.4,110.0,13.44,18.99,19.81,77.5,77.15,75.99,928.2,86.11,62.13,229.87,31.35,495.03,364.5,82.78,87.59,84.2,859.0,410.0,499.0,1768.0,87.0,112.0,14.0,175.0,4.0,413.0,478.0,772.0,1182.0,121.0,264.0,865.0,689.0,208.0,271.0,905.0,278.0,86.0,26.65,35.43,24.04,35.0,33.0,19.0,1812.01,1269.0,1292.19,142.0,12.95,21.1,21.1,77.97,79.36,78.0
BUF,2023,BUF,BUF,Team Level,4on5,39,0.07,0.09,0.09,11292.0,22.18,1.71,0.99,3.07,0.59,6.74,15.91,1.7,1.71,1.7,26.0,3.0,7.0,36.0,2.0,0.0,0.0,5.0,0.0,6.0,16.0,24.0,27.0,3.0,9.0,81.0,45.0,28.0,10.0,22.0,6.0,1.0,0.67,0.84,0.21,1.0,1.0,0.0,36.0,29.0,29.0,9.0,0.23,0.0,0.0,1.94,1.94,1.93,206.9,22.89,18.63,45.44,6.82,125.4,63.81,21.51,22.89,21.51,204.0,79.0,98.0,381.0,26.0,18.0,1.0,46.0,0.0,118.0,75.0,178.0,257.0,8.0,19.0,143.0,10.0,9.0,25.0,210.0,47.0,26.0,6.08,5.76,11.05,7.0,6.0,13.0,381.0,283.0,283.0,2.0,4.88,3.27,3.27,24.51,24.51,23.4
BUF,2023,BUF,BUF,Team Level,5on4,39,0.83,0.84,0.82,10108.0,155.24,19.14,12.9,33.78,5.01,91.48,50.7,18.11,19.14,18.11,155.0,58.0,74.0,287.0,15.0,15.0,0.0,33.0,3.0,92.0,55.0,140.0,198.0,8.0,18.0,102.0,6.0,10.0,21.0,139.0,55.0,19.0,4.16,6.58,8.4,4.0,2.0,9.0,287.0,213.0,213.0,6.0,3.38,2.88,2.06,20.46,20.46,19.69,34.9,3.93,2.12,5.57,1.21,11.79,23.39,3.9,3.93,3.9,35.0,13.0,5.0,53.0,6.0,1.0,0.0,2.0,0.0,9.0,30.0,29.0,42.0,6.0,14.0,102.0,16.0,21.0,7.0,30.0,13.0,5.0,0.78,1.73,1.42,2.0,3.0,1.0,53.0,48.0,48.0,6.0,0.48,0.4,0.4,4.01,4.01,4.0
